Campaign,Date,City,Latitude,Longitude,Channel,Device,Ad,Impressions,CPM,CTR,Clicks,RPC,CPC,Ad Spend,Conversions,Conversion Rate,Revenue,RPCon,Likes,Shares,Comments,Engagement Rate,Profit,ROAS,ROI
Summer ,8/20/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,503,10.60,0.01,7,30.87,0.82,5.33,4,61.2,201.60,50.40,40,10,14,12.6,196.27,37.80,3680.2
Summer ,8/21/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,810,11.56,0.01,9,17.60,1.00,9.36,8,85.5,164.64,20.58,51,12,18,10.0,155.28,17.59,1659.4
Summer ,8/22/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,399,6.73,0.02,7,13.97,0.40,2.69,3,45.0,93.24,31.08,34,14,11,14.7,90.55,34.72,3371.5
Summer ,8/23/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,197,6.72,0.02,4,0.00,0.35,1.32,5,130.4,0.00,0.00,8,4,6,9.1,-1.32,0.00,-100.0
Summer ,8/24/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,418,3.62,0.01,5,23.10,0.31,1.51,2,41.0,112.56,56.28,52,6,20,18.5,111.05,74.40,7339.6
Summer ,8/25/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,348,7.17,0.01,5,41.83,0.52,2.49,4,83.0,201.60,50.40,31,15,9,15.8,199.11,80.84,7983.7
Summer ,8/26/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,131,2.56,0.01,2,0.00,0.20,0.34,2,116.5,0.00,0.00,57,1,9,51.1,-0.34,0.00,-100.0
Summer ,8/27/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,820,13.16,0.01,9,0.00,1.18,10.78,4,43.9,0.00,0.00,58,9,2,8.4,-10.78,0.00,-100.0
Summer ,8/28/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,222,9.42,0.01,2,0.00,0.84,2.09,5,201.1,0.00,0.00,39,1,9,22.1,-2.09,0.00,-100.0
Summer ,8/29/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,298,4.33,0.01,4,0.00,0.33,1.29,3,77.6,0.00,0.00,29,6,11,15.3,-1.29,0.00,-100.0
Summer ,8/30/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,795,19.11,0.02,15,0.00,1.05,15.19,5,34.5,0.00,0.00,44,6,3,6.7,-15.19,0.00,-100.0
Summer ,8/31/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,861,14.24,0.02,16,7.71,0.77,12.25,1,6.3,122.64,122.64,19,13,2,3.9,110.39,10.01,900.8
Fall ,9/1/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1924,6.02,0.02,36,1.54,0.32,11.59,1,2.8,55.44,55.44,74,10,8,4.8,43.85,4.79,378.5
Fall ,9/2/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1347,1.13,0.01,19,8.95,0.08,1.53,4,21.1,169.68,42.42,37,5,17,4.3,168.15,111.14,11013.8
Fall ,9/3/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1439,24.39,0.02,26,1.64,1.37,35.09,4,15.6,42.00,10.50,30,14,9,3.7,6.91,1.20,19.7
Fall ,9/4/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1743,9.03,0.02,37,1.34,0.43,15.75,3,8.1,49.56,16.52,20,13,12,2.6,33.81,3.15,214.8
Fall ,9/5/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1294,20.49,0.02,24,0.56,1.12,26.52,2,8.4,13.20,6.60,31,6,11,3.7,-13.32,0.50,-50.2
Fall ,9/6/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1917,10.06,0.02,41,0.62,0.47,19.29,5,12.2,25.20,5.04,60,11,8,4.1,5.91,1.31,30.6
Fall ,9/7/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1817,1.57,0.02,31,4.31,0.09,2.85,5,16.1,133.56,26.71,28,1,17,2.5,130.71,46.86,4586.1
Fall ,9/8/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1028,14.73,0.02,19,12.32,0.82,15.14,3,16.2,228.48,76.16,63,8,14,8.2,213.34,15.09,1408.9
Fall ,9/9/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1543,25.91,0.02,35,1.69,1.13,39.98,4,11.3,60.00,15.00,24,7,8,2.5,20.02,1.50,50.1
Fall ,9/10/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,2074,3.70,0.02,39,5.20,0.20,7.67,1,2.5,204.12,204.12,51,14,11,3.6,196.45,26.61,2560.8
Fall ,9/11/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1679,2.91,0.02,33,0.51,0.15,4.89,2,6.1,16.80,8.40,28,12,14,3.2,11.91,3.44,243.8
Fall ,9/12/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,2024,14.01,0.02,39,1.03,0.74,28.35,6,15.6,39.60,6.60,37,7,15,2.9,11.25,1.40,39.7
Fall ,9/13/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,2032,10.32,0.02,44,0.51,0.47,20.97,4,9.0,22.80,5.70,80,15,9,5.1,1.83,1.09,8.7
Fall ,9/14/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1988,6.51,0.02,34,6.18,0.38,12.95,2,5.9,210.84,105.42,70,10,2,4.1,197.89,16.29,1528.6
Fall ,9/15/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1639,0.47,0.02,34,1.37,0.02,0.78,4,11.9,46.20,11.55,49,14,5,4.1,45.42,59.58,5858.0
Fall ,9/16/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,2038,5.80,0.02,43,0.28,0.28,11.82,4,9.3,12.00,3.00,51,12,11,3.6,0.18,1.02,1.5
Fall ,9/17/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1880,12.31,0.02,43,2.02,0.54,23.14,5,11.7,86.52,17.30,43,14,17,3.9,63.38,3.74,273.9
Fall ,9/18/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1658,0.18,0.02,26,2.10,0.01,0.30,4,15.2,55.20,13.80,52,8,12,4.3,54.90,182.77,18176.9
Fall ,9/19/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1686,23.18,0.02,28,2.08,1.41,39.09,3,10.9,57.60,19.20,62,7,8,4.5,18.51,1.47,47.4
Fall ,9/20/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1142,4.56,0.02,21,7.54,0.25,5.21,1,4.9,155.40,155.40,55,19,12,7.5,150.19,29.81,2881.5
Fall ,9/21/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1574,2.74,0.01,20,5.40,0.22,4.31,3,15.2,106.68,35.56,60,10,15,5.4,102.37,24.74,2373.6
Fall ,9/22/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1626,7.97,0.02,34,4.01,0.38,12.96,2,5.9,136.92,68.46,43,19,9,4.4,123.96,10.56,956.1
Fall ,9/23/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1722,1.05,0.02,26,2.11,0.07,1.80,2,7.7,55.20,27.60,27,11,11,2.8,53.40,30.60,2960.4
Fall ,9/24/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,2163,0.76,0.02,48,1.24,0.03,1.64,4,8.4,58.80,14.70,50,4,12,3.1,57.16,35.82,3481.6
Fall ,9/25/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1366,10.74,0.02,21,1.69,0.71,14.68,4,19.4,34.80,8.70,38,5,11,3.9,20.12,2.37,137.1
Fall ,9/26/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1434,21.54,0.02,24,4.20,1.29,30.88,7,29.2,100.80,14.40,43,11,12,4.6,69.92,3.26,226.4
Fall ,9/27/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1399,7.40,0.02,26,0.27,0.39,10.35,3,11.3,7.20,2.40,75,9,6,6.4,-3.15,0.70,-30.4
Fall ,9/28/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1693,2.77,0.02,26,0.71,0.18,4.69,3,11.8,18.00,6.00,25,11,5,2.4,13.31,3.83,283.4
Fall ,9/29/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1358,0.74,0.01,17,2.98,0.06,1.00,6,34.3,52.08,8.68,33,13,6,3.8,51.08,51.82,5082.3
Fall ,9/30/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1294,26.17,0.02,24,4.97,1.39,33.87,6,24.7,120.96,20.16,40,6,11,4.4,87.09,3.57,257.1
Fall ,10/1/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1499,26.68,0.02,31,1.18,1.31,39.99,3,9.8,36.00,12.00,18,8,17,2.8,-3.99,0.90,-10.0
Fall ,10/2/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1426,22.99,0.02,22,1.40,1.47,32.79,2,9.0,31.20,15.60,40,11,5,3.9,-1.59,0.95,-4.8
Fall ,10/3/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1466,15.33,0.02,27,1.88,0.84,22.47,2,7.5,50.40,25.20,39,17,8,4.3,27.93,2.24,124.3
Fall ,10/4/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1682,1.71,0.02,31,2.04,0.09,2.88,5,16.0,63.84,12.77,69,6,5,4.7,60.96,22.19,2119.2
Fall ,10/5/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,2091,17.94,0.02,37,1.41,1.00,37.51,4,10.7,52.80,13.20,42,9,2,2.5,15.29,1.41,40.8
Fall ,10/6/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1124,31.43,0.02,25,2.21,1.41,35.33,2,8.0,55.20,27.60,34,14,17,5.7,19.87,1.56,56.3
Fall ,10/7/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1051,22.61,0.02,19,3.37,1.25,23.77,2,10.5,63.84,31.92,55,5,11,6.7,40.07,2.69,168.6
Fall ,10/8/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1640,20.54,0.02,36,2.30,0.94,33.68,1,2.8,82.32,82.32,51,6,5,3.8,48.64,2.44,144.4
Fall ,10/9/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1977,7.82,0.02,45,0.46,0.35,15.46,1,2.2,20.40,20.40,58,17,6,4.1,4.94,1.32,32.0
Fall ,10/10/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1568,28.63,0.02,32,3.04,1.41,44.89,2,6.3,96.60,48.30,47,10,11,4.3,51.71,2.15,115.2
Fall ,10/11/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1279,22.26,0.02,23,10.29,1.22,28.47,6,25.7,240.24,40.04,36,15,15,5.2,211.77,8.44,743.9
Fall ,10/12/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,994,17.58,0.01,12,0.29,1.41,17.48,3,24.3,3.60,1.20,25,18,5,4.8,-13.88,0.21,-79.4
Fall ,10/13/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1888,19.68,0.02,32,1.84,1.16,37.15,4,12.5,58.80,14.70,79,3,5,4.6,21.65,1.58,58.3
Fall ,10/14/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1853,0.62,0.02,33,0.39,0.03,1.15,4,12.0,13.20,3.30,33,4,20,3.0,12.05,11.45,1044.6
Fall ,10/15/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1207,14.28,0.01,18,3.26,0.95,17.24,3,16.6,58.80,19.60,70,13,18,8.4,41.56,3.41,241.2
Fall ,10/16/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1484,3.78,0.01,21,5.34,0.26,5.61,5,23.6,113.40,22.68,42,4,9,3.7,107.79,20.20,1920.3
Fall ,10/17/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1581,16.02,0.02,26,6.94,0.98,25.33,5,19.3,179.76,35.95,55,13,11,5.0,154.43,7.10,609.7
Fall ,10/18/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1843,9.04,0.02,38,2.27,0.44,16.66,5,13.1,86.52,17.30,31,1,3,1.9,69.86,5.19,419.5
Fall ,10/19/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1688,1.45,0.02,30,5.88,0.08,2.45,4,13.1,178.92,44.73,48,9,12,4.1,176.47,72.99,7198.8
Fall ,10/20/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,996,9.96,0.02,21,10.94,0.47,9.92,4,19.0,230.16,57.54,27,7,9,4.3,220.24,23.21,2220.6
Fall ,10/21/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1939,3.77,0.02,30,6.07,0.24,7.31,7,23.1,183.96,26.28,59,5,14,4.0,176.65,25.15,2415.1
Fall ,10/22/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1219,16.86,0.02,27,3.26,0.76,20.56,6,22.2,88.20,14.70,71,14,6,7.5,67.64,4.29,329.0
Fall ,10/23/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1981,2.87,0.02,45,6.44,0.13,5.68,6,13.4,288.96,48.16,30,6,5,2.0,283.28,50.89,4988.7
Fall ,10/24/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1220,7.30,0.02,27,7.20,0.33,8.91,5,18.7,192.36,38.47,46,20,3,5.7,183.45,21.60,2059.8
Fall ,10/25/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1036,2.66,0.02,16,5.00,0.17,2.75,4,25.1,79.80,19.95,76,12,11,9.5,77.05,29.00,2799.6
Fall ,10/26/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1962,4.92,0.02,35,4.64,0.28,9.65,4,11.4,162.12,40.53,32,11,15,3.0,152.47,16.80,1580.0
Fall ,10/27/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,2073,11.64,0.01,29,1.84,0.84,24.12,6,20.9,52.80,8.80,21,22,5,2.3,28.68,2.19,118.9
Fall ,10/28/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1992,4.41,0.02,36,2.79,0.24,8.78,4,11.0,101.64,25.41,53,22,12,4.4,92.86,11.57,1057.1
Fall ,10/29/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1764,22.26,0.02,34,6.12,1.15,39.27,6,17.6,209.16,34.86,80,15,18,6.4,169.89,5.33,432.6
Fall ,10/30/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1398,15.49,0.02,24,4.23,0.89,21.65,5,20.4,103.32,20.66,63,6,5,5.3,81.67,4.77,377.2
Fall ,10/31/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1365,16.89,0.02,28,3.45,0.82,23.05,8,28.3,97.44,12.18,49,14,12,5.5,74.39,4.23,322.8
Fall ,11/1/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1976,0.20,0.02,34,7.80,0.01,0.39,3,8.8,264.60,88.20,41,14,20,3.8,264.21,678.56,67755.9
Fall ,11/2/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1414,10.11,0.01,19,5.93,0.75,14.30,5,26.1,113.40,22.68,40,12,8,4.2,99.10,7.93,693.0
Fall ,11/3/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1430,8.61,0.02,29,4.64,0.43,12.32,4,13.8,134.40,33.60,38,7,17,4.3,122.08,10.91,991.3
Fall ,11/4/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1207,12.71,0.02,25,5.14,0.62,15.34,4,16.2,126.84,31.71,45,14,2,5.0,111.50,8.27,727.1
Fall ,11/5/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1881,0.25,0.02,41,2.96,0.01,0.48,2,4.8,122.64,61.32,71,8,9,4.7,122.16,257.70,25670.5
Fall ,11/6/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1442,2.80,0.02,25,9.89,0.16,4.03,5,20.0,247.80,49.56,28,12,9,3.4,243.77,61.41,6041.3
Fall ,11/7/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1402,10.44,0.01,20,14.23,0.74,14.64,3,15.1,283.08,94.36,27,5,5,2.6,268.44,19.33,1833.3
Fall ,11/8/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1662,9.90,0.02,38,3.03,0.44,16.46,5,13.3,114.24,22.85,31,7,2,2.4,97.78,6.94,594.1
Fall ,11/9/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1305,6.22,0.01,17,12.39,0.47,8.12,7,40.6,213.36,30.48,52,15,15,6.3,205.24,26.27,2526.9
Fall ,11/10/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1360,1.32,0.02,31,3.76,0.06,1.80,7,22.4,117.60,16.80,67,15,9,6.7,115.80,65.41,6441.3
Fall ,11/11/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1112,16.39,0.01,16,13.30,1.17,18.22,7,45.1,206.64,29.52,61,22,14,8.7,188.42,11.34,1034.0
Fall ,11/12/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1656,2.97,0.02,25,9.62,0.20,4.91,7,27.8,241.92,34.56,61,8,9,4.7,237.01,49.23,4822.6
Fall ,11/13/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,983,6.97,0.02,16,8.76,0.43,6.86,3,18.6,141.12,47.04,61,16,0,7.8,134.26,20.59,1958.5
Fall ,11/14/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1568,1.93,0.02,24,6.38,0.13,3.03,4,16.7,152.88,38.22,73,19,6,6.3,149.85,50.41,4940.9
Fall ,11/15/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1332,0.00,0.02,27,5.61,0.00,0.00,4,15.0,149.52,37.38,27,11,3,3.1,149.52,0.00,0.0
Fall ,11/16/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1145,6.24,0.02,17,8.86,0.41,7.14,4,23.2,152.88,38.22,46,10,3,5.2,145.74,21.40,2040.1
Fall ,11/17/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1632,11.17,0.01,22,7.89,0.84,18.24,4,18.4,171.36,42.84,30,22,0,3.2,153.12,9.40,839.7
Fall ,11/18/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1396,3.28,0.02,22,5.20,0.21,4.58,7,31.7,115.08,16.44,67,8,11,6.1,110.50,25.14,2414.1
Fall ,11/19/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1914,19.40,0.02,30,8.65,1.24,37.13,2,6.7,258.72,129.36,52,20,11,4.3,221.59,6.97,596.8
Fall ,11/20/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1306,11.65,0.02,28,9.70,0.54,15.22,8,28.4,273.00,34.13,25,16,20,4.6,257.78,17.94,1693.8
Fall ,11/21/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,959,9.11,0.01,14,11.49,0.63,8.74,6,43.4,158.76,26.46,51,14,8,7.6,150.02,18.16,1716.3
Fall ,11/22/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1474,6.02,0.02,23,5.29,0.39,8.88,3,13.2,120.12,40.04,53,1,5,4.0,111.24,13.53,1253.4
Fall ,11/23/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1294,5.90,0.01,18,7.31,0.43,7.63,3,16.7,131.04,43.68,61,3,6,5.4,123.41,17.17,1617.1
Fall ,11/24/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1957,18.78,0.02,39,5.97,0.94,36.74,4,10.3,232.68,58.17,47,9,15,3.6,195.94,6.33,533.3
Fall ,11/25/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1740,10.53,0.02,30,2.60,0.61,18.32,4,13.3,78.12,19.53,41,7,11,3.4,59.80,4.27,326.5
Fall ,11/26/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1020,2.69,0.02,17,4.09,0.16,2.75,8,46.9,69.72,8.72,70,17,14,9.9,66.97,25.39,2439.2
Fall ,11/27/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,2031,8.14,0.02,35,5.27,0.47,16.54,4,11.4,184.80,46.20,50,4,3,2.8,168.26,11.17,1017.4
Fall ,11/28/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1645,25.58,0.02,34,3.12,1.23,42.08,3,8.8,106.68,35.56,58,17,2,4.7,64.60,2.54,153.5
Fall ,11/29/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1284,16.69,0.02,24,8.65,0.91,21.43,3,12.7,204.12,68.04,55,21,9,6.6,182.69,9.53,852.5
Fall ,11/30/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Collection,1773,13.01,0.01,25,5.29,0.93,23.07,5,20.2,131.04,26.21,68,16,2,4.8,107.97,5.68,468.0
Spring ,3/1/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1014,2.91,0.02,20,5.62,0.15,2.95,6,30.4,110.88,18.48,55,7,17,7.7,107.93,37.57,3656.7
Spring ,3/2/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1667,4.30,0.02,37,5.68,0.20,7.17,4,10.9,208.32,52.08,17,6,15,2.3,201.15,29.06,2805.9
Spring ,3/3/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1816,8.05,0.02,32,4.18,0.46,14.61,7,22.0,132.72,18.96,21,2,8,1.7,118.11,9.08,808.2
Spring ,3/4/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1572,1.18,0.02,27,3.11,0.07,1.86,6,22.2,84.00,14.00,16,3,17,2.3,82.14,45.14,4414.1
Spring ,3/5/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1728,11.60,0.02,36,2.36,0.55,20.05,7,19.3,85.68,12.24,53,8,11,4.1,65.63,4.27,327.4
Spring ,3/6/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1805,7.01,0.02,33,4.23,0.38,12.66,4,12.0,141.12,35.28,57,11,3,3.9,128.46,11.15,1014.7
Spring ,3/7/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1595,12.24,0.02,29,0.00,0.68,19.52,4,13.9,0.00,0.00,10,2,17,1.8,-19.52,0.00,-100.0
Spring ,3/8/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1249,4.43,0.02,24,10.76,0.23,5.53,4,16.6,258.72,64.68,40,3,3,3.7,253.19,46.78,4577.8
Spring ,3/9/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1583,2.77,0.02,24,0.00,0.18,4.39,5,21.0,0.00,0.00,38,1,9,3.0,-4.39,0.00,-100.0
Spring ,3/10/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1376,8.44,0.01,18,0.00,0.66,11.60,5,28.2,0.00,0.00,29,6,18,3.9,-11.60,0.00,-100.0
Spring ,3/11/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1230,7.67,0.02,19,12.11,0.49,9.43,4,21.0,231.00,57.75,22,8,2,2.6,221.57,24.49,2349.5
Spring ,3/12/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1180,1.84,0.02,21,4.67,0.10,2.18,9,42.8,98.28,10.92,54,1,6,5.2,96.10,45.17,4416.6
Spring ,3/13/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1795,18.15,0.02,32,2.40,1.01,32.57,7,21.7,77.28,11.04,12,2,11,1.4,44.71,2.37,137.2
Spring ,3/14/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1967,22.04,0.02,43,4.41,1.01,43.35,6,14.0,189.00,31.50,29,1,20,2.5,145.65,4.36,336.0
Spring ,3/15/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1528,8.56,0.02,33,2.61,0.39,13.08,7,20.9,87.36,12.48,51,2,14,4.4,74.28,6.68,568.0
Spring ,3/16/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1645,13.92,0.02,35,0.00,0.66,22.89,6,17.2,0.00,0.00,1,9,14,1.4,-22.89,0.00,-100.0
Spring ,3/17/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1645,15.55,0.02,38,7.66,0.67,25.59,5,13.0,294.00,58.80,40,7,14,3.7,268.41,11.49,1048.7
Spring ,3/18/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1436,0.16,0.01,20,10.97,0.01,0.23,6,30.1,218.40,36.40,22,9,8,2.7,218.17,953.93,95292.9
Spring ,3/19/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1425,9.71,0.02,32,8.28,0.44,13.84,5,15.8,262.08,52.42,25,2,6,2.3,248.24,18.94,1794.1
Spring ,3/20/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1833,15.09,0.02,34,0.00,0.82,27.66,5,14.8,0.00,0.00,35,1,8,2.4,-27.66,0.00,-100.0
Spring ,3/21/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1490,14.45,0.01,22,8.03,0.97,21.53,8,35.9,178.92,22.37,41,2,20,4.2,157.39,8.31,731.2
Spring ,3/22/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1698,20.36,0.02,39,2.45,0.89,34.57,7,17.9,95.76,13.68,25,10,8,2.5,61.19,2.77,177.0
Spring ,3/23/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1580,16.50,0.02,33,4.22,0.79,26.06,6,18.3,138.60,23.10,23,0,11,2.1,112.54,5.32,431.9
Spring ,3/24/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1760,23.30,0.02,33,5.96,1.25,41.00,6,18.3,194.88,32.48,26,11,6,2.4,153.88,4.75,375.3
Spring ,3/25/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1199,25.49,0.03,30,8.79,1.01,30.56,1,3.3,265.44,265.44,30,4,15,4.1,234.88,8.69,768.6
Spring ,3/26/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1429,2.12,0.02,33,6.03,0.09,3.02,3,9.1,198.24,66.08,0,0,12,0.8,195.22,65.59,6458.9
Spring ,3/27/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1699,12.26,0.02,36,3.59,0.59,20.83,5,14.1,127.68,25.54,34,8,9,3.0,106.85,6.13,512.9
Spring ,3/28/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1359,24.16,0.02,30,4.61,1.09,32.83,7,23.3,138.60,19.80,37,3,17,4.2,105.77,4.22,322.2
Spring ,3/29/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1071,17.28,0.02,18,6.72,1.00,18.50,4,21.6,124.32,31.08,6,2,15,2.1,105.82,6.72,572.1
Spring ,3/30/2023,London,51.50735,-0.12776,Instagram,Desktop,Collection,1259,0.57,0.02,21,7.64,0.03,0.72,9,43.3,158.76,17.64,44,6,9,4.7,158.04,221.48,22048.4
